State,City,pop,crime
PENNSYLVANIA,O'Hara Township,"8,875",2
PENNSYLVANIA,Ohioville,"3,285",1
PENNSYLVANIA,Oil City,"9,303",11
PENNSYLVANIA,Old Forge,"8,654",12
PENNSYLVANIA,Olyphant,"5,382",2
PENNSYLVANIA,Orwigsburg,"3,004",1
PENNSYLVANIA,Osceola Township,575,0
PENNSYLVANIA,Otto Township,"1,457",0
PENNSYLVANIA,Oxford,"5,885",16
PENNSYLVANIA,Palmerton,"5,623",1
PENNSYLVANIA,Palmer Township,"22,423",9
PENNSYLVANIA,Parker,677,0
PENNSYLVANIA,Parkesburg,"5,210",5
PENNSYLVANIA,Parkside,"2,297",5
PENNSYLVANIA,Parks Township,"2,395",0
PENNSYLVANIA,Patterson Township,"4,316",3
PENNSYLVANIA,Patton Township,"15,645",9
PENNSYLVANIA,Penbrook,"3,234",13
PENNSYLVANIA,Penndel,"2,517",2
PENNSYLVANIA,Penn Hills,"39,203",145
PENNSYLVANIA,Pennridge Regional,"11,231",9
PENNSYLVANIA,"Penn Township, Butler County","4,873",1
PENNSYLVANIA,"Penn Township, Westmoreland County","20,744",3
PENNSYLVANIA,"Penn Township, York County","18,414",50
PENNSYLVANIA,Perkasie,"9,323",12
PENNSYLVANIA,Perryopolis,"1,599",3
PENNSYLVANIA,Peters Township,"23,367",35
PENNSYLVANIA,Philadelphia,"1,549,259","14,078"
PENNSYLVANIA,Phoenixville,"20,316",17
PENNSYLVANIA,Pine Creek Township,"5,839",0
PENNSYLVANIA,Pine Grove,"2,065",0
PENNSYLVANIA,Pitcairn,"4,644",22
PENNSYLVANIA,Pittsburgh,"317,177","1,355"
PENNSYLVANIA,Pittston,"7,657",5
PENNSYLVANIA,Pittston Township,"3,227",7
PENNSYLVANIA,Plains Township,"9,911",6
PENNSYLVANIA,Pleasant Hills,"8,268",1
PENNSYLVANIA,Plum,"26,145",16
PENNSYLVANIA,Plumstead Township,"14,391",3
PENNSYLVANIA,Plymouth,"5,755",48
PENNSYLVANIA,"Plymouth Township, Montgomery County","18,484",19
PENNSYLVANIA,Pocono Mountain Regional,"42,656",81
PENNSYLVANIA,Pocono Township,"10,739",16
PENNSYLVANIA,Point Marion,"1,098",2
PENNSYLVANIA,Point Township,"3,779",2
PENNSYLVANIA,Polk,620,0
PENNSYLVANIA,Portage,"2,369",0
PENNSYLVANIA,Port Allegany,"2,035",0
PENNSYLVANIA,Portland,479,0
PENNSYLVANIA,Port Vue,"3,534",0
PENNSYLVANIA,Pottstown,"23,324",172
PENNSYLVANIA,Pottsville,"13,361",44
PENNSYLVANIA,Prospect,"1,082",0
PENNSYLVANIA,Prospect Park,"6,357",11
PENNSYLVANIA,"Pulaski Township, Lawrence County","3,020",0
PENNSYLVANIA,Punxsutawney,"5,563",9
PENNSYLVANIA,Quakertown,"9,215",35
PENNSYLVANIA,Quarryville,"2,866",1
PENNSYLVANIA,Raccoon Township,"2,728",4
PENNSYLVANIA,Radnor Township,"33,908",24
PENNSYLVANIA,Ralpho Township,"4,171",0
PENNSYLVANIA,Reading,"97,868",330
PENNSYLVANIA,Reading Township,"5,935",1
PENNSYLVANIA,Reilly Township,640,0
PENNSYLVANIA,Renovo,"1,044",7
PENNSYLVANIA,Resa Regional,"2,216",1
PENNSYLVANIA,Reserve Township,"3,113",2
PENNSYLVANIA,Reynoldsville,"2,479",6
PENNSYLVANIA,Rice Township,"3,775",6
PENNSYLVANIA,"Richland Township, Bucks County","14,295",10
PENNSYLVANIA,"Richland Township, Cambria County","11,912",12
PENNSYLVANIA,Ridgway,"3,907",1
PENNSYLVANIA,Ridley Park,"7,200",7
PENNSYLVANIA,Ridley Township,"30,633",18
PENNSYLVANIA,Riverside,"2,004",0
PENNSYLVANIA,Roaring Brook Township,"2,361",0
PENNSYLVANIA,Roaring Spring,"2,294",0
PENNSYLVANIA,Robeson Township,"7,711",3
PENNSYLVANIA,"Robinson Township, Allegheny County","15,508",11
PENNSYLVANIA,Rochester,"3,917",16
PENNSYLVANIA,Rockledge,"2,615",1
PENNSYLVANIA,Rockwood,822,0
PENNSYLVANIA,Roseto,"1,552",0
PENNSYLVANIA,Ross Township,"32,076",17
PENNSYLVANIA,Rostraver Township,"11,433",5
PENNSYLVANIA,Royersford,"4,913",7
PENNSYLVANIA,Rural Valley,802,0
PENNSYLVANIA,Rush Township,"3,495",0
PENNSYLVANIA,Ryan Township,"2,853",0
PENNSYLVANIA,"Sadsbury Township, Chester County","4,636",4
PENNSYLVANIA,"Salem Township, Luzerne County","4,049",3
PENNSYLVANIA,Salisbury Township,"13,547",13
PENNSYLVANIA,Saltsburg,764,0
PENNSYLVANIA,Sandy Lake,628,0
PENNSYLVANIA,Sandy Township,"11,554",10
PENNSYLVANIA,Sankertown,609,0
PENNSYLVANIA,Saxonburg,"1,372",0
PENNSYLVANIA,Saxton,"2,089",2
PENNSYLVANIA,Sayre,"6,444",12
PENNSYLVANIA,Schuylkill Haven,"5,263",7
PENNSYLVANIA,"Schuylkill Township, Chester County","8,906",1
PENNSYLVANIA,Scottdale,"4,309",12
PENNSYLVANIA,"Scott Township, Allegheny County","17,233",14
PENNSYLVANIA,"Scott Township, Columbia County","5,670",3
PENNSYLVANIA,"Scott Township, Lackawanna County","4,649",1
PENNSYLVANIA,Scranton,"75,683",213
PENNSYLVANIA,Selinsgrove,"5,513",2
PENNSYLVANIA,Sewickley Heights,821,0
PENNSYLVANIA,Shaler Township,"26,801",13
PENNSYLVANIA,Shamokin,"6,761",31
PENNSYLVANIA,Shamokin Dam,"1,636",2
PENNSYLVANIA,Sharon,"12,709",83
PENNSYLVANIA,Sharon Hill,"5,942",14
PENNSYLVANIA,Sharpsburg,"3,025",8
PENNSYLVANIA,Sharpsville,"4,114",12
PENNSYLVANIA,Shenandoah,"4,248",9
PENNSYLVANIA,"Shenango Township, Lawrence County","7,604",2
PENNSYLVANIA,"Shenango Township, Mercer County","4,205",7
PENNSYLVANIA,Shillington,"5,461",6
PENNSYLVANIA,Shinglehouse,"1,059",0
PENNSYLVANIA,Shippensburg,"5,631",6
PENNSYLVANIA,Shippingport,152,0
PENNSYLVANIA,Shiremanstown,"1,652",0
PENNSYLVANIA,Silver Lake Township,"1,493",0
PENNSYLVANIA,Silver Spring Township,"21,585",12
PENNSYLVANIA,Sinking Spring,"4,274",3
PENNSYLVANIA,Slate Belt Regional,"13,575",26
PENNSYLVANIA,Slatington,"4,240",3
PENNSYLVANIA,Slippery Rock,"3,735",0
PENNSYLVANIA,Smethport,"1,370",0
PENNSYLVANIA,Smith Township,"5,582",0
PENNSYLVANIA,Solebury Township,"8,628",1
PENNSYLVANIA,Somerset,"5,852",21
PENNSYLVANIA,Souderton,"7,305",5
PENNSYLVANIA,South Abington Township,"12,573",17
PENNSYLVANIA,South Annville Township,"3,453",0
PENNSYLVANIA,South Beaver Township,"2,623",0
PENNSYLVANIA,South Buffalo Township,"2,647",3
PENNSYLVANIA,South Coatesville,"1,747",7
PENNSYLVANIA,Southern Armstrong Regional,"6,761",8
PENNSYLVANIA,Southern Chester County Regional,"15,511",15
PENNSYLVANIA,Southern Clarion County Regional,"3,121",4
PENNSYLVANIA,Southern Regional York County,"13,651",10
PENNSYLVANIA,South Fayette Township,"18,472",10
PENNSYLVANIA,South Greensburg,"2,102",2
PENNSYLVANIA,South Heidelberg Township,"14,489",5
PENNSYLVANIA,South Heights,374,0
PENNSYLVANIA,South Lebanon Township,"10,598",0
PENNSYLVANIA,South Londonderry Township,"8,798",2
PENNSYLVANIA,South Park Township,"13,630",5
PENNSYLVANIA,South Pymatuning Township,"2,576",2
PENNSYLVANIA,South Strabane Township,"9,603",8
PENNSYLVANIA,Southwest Greensburg,"2,158",5
PENNSYLVANIA,"Southwest Regional, Fayette County","1,466",0
PENNSYLVANIA,South Williamsport,"7,304",3
PENNSYLVANIA,Springdale,"3,233",5
PENNSYLVANIA,Springettsbury Township,"27,604",36
PENNSYLVANIA,"Springfield Township, Bucks County","5,182",0
PENNSYLVANIA,"Springfield Township, Delaware County","24,806",25
PENNSYLVANIA,"Springfield Township, Montgomery County","21,044",9
PENNSYLVANIA,Spring Garden Township,"13,649",18
PENNSYLVANIA,"Spring Township, Berks County","28,506",21
PENNSYLVANIA,"Spring Township, Centre County","8,057",3
PENNSYLVANIA,State College,"57,580",88
PENNSYLVANIA,St. Clair Borough,"3,627",3
PENNSYLVANIA,Steelton,"6,322",53
PENNSYLVANIA,St. Marys City,"12,293",15
PENNSYLVANIA,Stoneboro,925,0
PENNSYLVANIA,Stonycreek Township,"2,662",11
PENNSYLVANIA,Stowe Township,"6,116",31
PENNSYLVANIA,Strasburg,"3,088",0
PENNSYLVANIA,Stroud Area Regional,"34,162",53
PENNSYLVANIA,Sugarcreek,"4,683",7
PENNSYLVANIA,"Sugarloaf Township, Luzerne County","3,979",5
PENNSYLVANIA,Sugar Notch,998,0
PENNSYLVANIA,Summerhill Township,"2,237",0
PENNSYLVANIA,Summit Hill,"3,139",1
PENNSYLVANIA,Summit Township,"2,088",0
PENNSYLVANIA,Sunbury,"9,485",5
PENNSYLVANIA,"Susquehanna Township, Dauphin County","27,762",59
PENNSYLVANIA,Swarthmore,"6,535",6
PENNSYLVANIA,Swatara Township,"29,394",45
PENNSYLVANIA,Swissvale,"8,188",26
PENNSYLVANIA,Swoyersville,"5,037",8
PENNSYLVANIA,Tamaqua,"6,920",11
PENNSYLVANIA,Tarentum,"7,227",13
PENNSYLVANIA,Tatamy,"1,480",0
PENNSYLVANIA,Telford,"4,886",4
PENNSYLVANIA,Throop,"4,115",6
PENNSYLVANIA,"Tinicum Township, Bucks County","3,803",4
PENNSYLVANIA,"Tinicum Township, Delaware County","3,951",13
PENNSYLVANIA,Titusville,"5,133",15
PENNSYLVANIA,Towamencin Township,"17,925",6
PENNSYLVANIA,Towanda,"2,766",4
PENNSYLVANIA,Tower City,"1,432",0
PENNSYLVANIA,Trafford,"3,220",5
PENNSYLVANIA,Trainer,"1,954",6
PENNSYLVANIA,Troy,"1,236",0
PENNSYLVANIA,Tullytown,"2,241",3
PENNSYLVANIA,Tulpehocken Township,"5,642",1
PENNSYLVANIA,Tunkhannock,"1,729",4
PENNSYLVANIA,"Tunkhannock Township, Wyoming County","7,050",2
PENNSYLVANIA,Turtle Creek,"4,870",1
PENNSYLVANIA,Tyrone,"5,282",6
PENNSYLVANIA,Union City,"2,846",0
PENNSYLVANIA,Uniontown,"9,451",81
PENNSYLVANIA,"Union Township, Lawrence County","4,849",9
PENNSYLVANIA,"Union Township, Schuylkill County","1,233",0
PENNSYLVANIA,Upland,"3,028",39
PENNSYLVANIA,Upper Allen Township,"24,279",19
PENNSYLVANIA,Upper Burrell Township,"2,117",1
PENNSYLVANIA,Upper Chichester Township,"16,747",28
PENNSYLVANIA,Upper Darby Township,"84,668",181
PENNSYLVANIA,Upper Dublin Township,"27,382",11
PENNSYLVANIA,Upper Gwynedd Township,"17,273",5
PENNSYLVANIA,Upper Macungie Township,"29,196",6
PENNSYLVANIA,Upper Makefield Township,"8,818",0
PENNSYLVANIA,Upper Merion Township,"36,408",45
PENNSYLVANIA,Upper Moreland Township,"26,020",28
PENNSYLVANIA,Upper Nazareth Township,"8,497",7
PENNSYLVANIA,Upper Pottsgrove Township,"6,323",5
PENNSYLVANIA,"Upper Providence Township, Delaware County","10,762",3
PENNSYLVANIA,"Upper Providence Township, Montgomery County","25,114",13
PENNSYLVANIA,Upper Saucon Township,"17,864",4
PENNSYLVANIA,Upper Southampton Township,"15,057",9
PENNSYLVANIA,Upper St. Clair Township,"20,399",5
PENNSYLVANIA,Upper Uwchlan Township,"13,625",0
PENNSYLVANIA,Uwchlan Township,"19,649",16
PENNSYLVANIA,Valley Township,"7,965",8
PENNSYLVANIA,Verona,"2,366",2
PENNSYLVANIA,Versailles,"1,409",2
PENNSYLVANIA,Walker Township,"1,008",0
PENNSYLVANIA,Walnutport,"2,090",0
PENNSYLVANIA,Warminster Township,"33,195",20
PENNSYLVANIA,Warren,"9,042",47
PENNSYLVANIA,Warrington Township,"26,355",6
PENNSYLVANIA,"Warwick Township, Bucks County","14,703",3
PENNSYLVANIA,"Washington Township, Fayette County","3,659",0
PENNSYLVANIA,"Washington Township, Franklin County","15,574",12
PENNSYLVANIA,"Washington Township, Northampton County","5,153",4
PENNSYLVANIA,"Washington Township, Westmoreland County","6,773",0
PENNSYLVANIA,Watsontown,"2,207",1
PENNSYLVANIA,Waverly Township,"1,846",0
PENNSYLVANIA,Waymart,"1,287",0
PENNSYLVANIA,Waynesboro,"11,078",15
PENNSYLVANIA,Waynesburg,"3,644",5
PENNSYLVANIA,Wayne Township,"2,404",0
PENNSYLVANIA,Weatherly,"2,553",17
PENNSYLVANIA,Weissport,412,0
PENNSYLVANIA,Wellsboro,"3,413",4
PENNSYLVANIA,Wesleyville,"3,125",8
PENNSYLVANIA,West Brandywine Township,"11,756",8
PENNSYLVANIA,West Brownsville,969,0
PENNSYLVANIA,West Caln Township,"8,968",8
PENNSYLVANIA,West Chester,"20,004",43
PENNSYLVANIA,West Conshohocken,"1,495",1
PENNSYLVANIA,West Deer Township,"12,062",13
PENNSYLVANIA,West Earl Township,"12,547",4
PENNSYLVANIA,West Fallowfield Township,"2,471",0
PENNSYLVANIA,Westfield,"1,092",0
PENNSYLVANIA,West Goshen Township,"23,889",69
PENNSYLVANIA,West Hazleton,"5,171",18
PENNSYLVANIA,West Hempfield Township,"20,178",11
PENNSYLVANIA,West Hills Regional,"9,795",9
PENNSYLVANIA,West Homestead,"1,782",9
PENNSYLVANIA,West Kittanning,"1,149",0
PENNSYLVANIA,West Lampeter Township,"17,320",9
PENNSYLVANIA,West Leechburg,"1,235",0
PENNSYLVANIA,West Manchester Township,"19,209",16
PENNSYLVANIA,West Manheim Township,"10,755",0
PENNSYLVANIA,West Mead Township,"4,917",2
PENNSYLVANIA,West Mifflin,"18,705",71
PENNSYLVANIA,West Newton,"2,587",4
PENNSYLVANIA,West Norriton Township,"16,257",19
PENNSYLVANIA,West Nottingham Township,"2,875",0
PENNSYLVANIA,West Penn Township,"4,564",2
PENNSYLVANIA,West Pikeland Township,"4,039",2
PENNSYLVANIA,West Pike Run,"1,514",0
PENNSYLVANIA,West Pottsgrove Township,"3,784",2
PENNSYLVANIA,West Reading,"4,542",20
PENNSYLVANIA,West Sadsbury Township,"2,440",3
PENNSYLVANIA,West Shore Regional,"7,894",9
PENNSYLVANIA,Westtown-East Goshen Regional,"29,610",5
PENNSYLVANIA,West View,"6,359",2
PENNSYLVANIA,West Vincent Township,"6,907",0
PENNSYLVANIA,West Whiteland Township,"20,960",20
PENNSYLVANIA,West York,"5,073",16
PENNSYLVANIA,Whitehall,"14,475",14
PENNSYLVANIA,Whitehall Township,"29,090",62
PENNSYLVANIA,White Haven Borough,"1,183",1
PENNSYLVANIA,Whitemarsh Township,"19,963",7
PENNSYLVANIA,Whitpain Township,"20,451",3
PENNSYLVANIA,Wiconisco Township,"1,152",0
PENNSYLVANIA,Wilkes-Barre,"44,254",191
PENNSYLVANIA,Wilkes-Barre Township,"3,218",8
PENNSYLVANIA,Wilkinsburg,"13,646",80
PENNSYLVANIA,Williamsburg,"1,188",0
PENNSYLVANIA,Willistown Township,"11,380",10
PENNSYLVANIA,Wilson,"8,100",8
PENNSYLVANIA,Windber,"4,684",35
PENNSYLVANIA,Womelsdorf,"2,883",1
PENNSYLVANIA,Woodward Township,"2,440",0
PENNSYLVANIA,Worthington,572,0
PENNSYLVANIA,Wright Township,"5,747",1
PENNSYLVANIA,Wyoming Area Regional,"18,059",23
PENNSYLVANIA,Wyomissing,"11,141",8
PENNSYLVANIA,Yardley,"2,575",0
PENNSYLVANIA,Yeadon,"12,319",27
PENNSYLVANIA,York,"44,893",238
PENNSYLVANIA,York County Regional,"71,232",127
PENNSYLVANIA,Youngsville,"1,664",1
PENNSYLVANIA,Zelienople,"3,754",0
PENNSYLVANIA,Zerbe Township,"1,761",0
RHODE ISLAND,Barrington,"17,286",13
RHODE ISLAND,Bristol,"22,262",6
RHODE ISLAND,Burrillville,"16,728",7
RHODE ISLAND,Central Falls,"22,881",74
RHODE ISLAND,Charlestown,"8,172",12
RHODE ISLAND,Coventry,"36,388",25
RHODE ISLAND,Cranston,"83,815",78
RHODE ISLAND,Cumberland,"37,213",22
RHODE ISLAND,East Greenwich,"14,957",5
RHODE ISLAND,East Providence,"47,555",35
RHODE ISLAND,Foster,"4,569",1
RHODE ISLAND,Glocester,"10,427",5
RHODE ISLAND,Hopkinton,"8,527",4
RHODE ISLAND,Jamestown,"5,550",3
RHODE ISLAND,Johnston,"30,172",36
RHODE ISLAND,Lincoln,"23,308",20
RHODE ISLAND,Little Compton,"3,592",1
RHODE ISLAND,Middletown,"16,680",20
RHODE ISLAND,Narragansett,"14,591",12
RHODE ISLAND,Newport,"24,957",44
RHODE ISLAND,North Kingstown,"28,212",18
RHODE ISLAND,North Providence,"34,355",36
RHODE ISLAND,North Smithfield,"12,796",8
RHODE ISLAND,Pawtucket,"76,400",235
RHODE ISLAND,Portsmouth,"17,579",2
RHODE ISLAND,Providence,"193,679",536
RHODE ISLAND,Richmond,"8,282",4
RHODE ISLAND,Smithfield,"22,414",8
RHODE ISLAND,Tiverton,"16,175",11
RHODE ISLAND,Warren,"11,286",13
RHODE ISLAND,Warwick,"84,297",67
RHODE ISLAND,Westerly,"23,540",15
RHODE ISLAND,West Greenwich,"6,835",1
RHODE ISLAND,West Warwick,"31,675",63
RHODE ISLAND,Woonsocket,"43,776",171
SOUTH CAROLINA,Abbeville,"4,863",18
SOUTH CAROLINA,Aiken,"33,221",189
SOUTH CAROLINA,Allendale,"2,430",55
SOUTH CAROLINA,Anderson,"30,150",169
SOUTH CAROLINA,Andrews,"2,532",18
SOUTH CAROLINA,Atlantic Beach,430,9
SOUTH CAROLINA,Aynor,"1,075",0
SOUTH CAROLINA,Bamberg,"2,959",51
SOUTH CAROLINA,Barnwell,"4,554",55
SOUTH CAROLINA,Batesburg-Leesville,"5,309",41
SOUTH CAROLINA,Beaufort,"13,937",97
SOUTH CAROLINA,Bennettsville,"6,430",64
SOUTH CAROLINA,Bishopville,"2,819",23
SOUTH CAROLINA,Blacksburg,"1,921",4
SOUTH CAROLINA,Blackville,"1,901",18
SOUTH CAROLINA,Bluffton,"37,927",45
SOUTH CAROLINA,Burnettown,"3,235",1
SOUTH CAROLINA,Camden,"8,651",82
SOUTH CAROLINA,Cayce,"13,628",100
SOUTH CAROLINA,Central,"5,340",3
SOUTH CAROLINA,Chapin,"1,939",8
SOUTH CAROLINA,Charleston,"156,898",561
SOUTH CAROLINA,Cheraw,"4,984",58
SOUTH CAROLINA,Chesnee,929,3
SOUTH CAROLINA,Chester,"5,212",81
SOUTH CAROLINA,Chesterfield,"1,364",7
SOUTH CAROLINA,Clemson,"17,867",29
SOUTH CAROLINA,Clinton,"7,743",99
SOUTH CAROLINA,Clio,575,6
SOUTH CAROLINA,Clover,"7,624",11
SOUTH CAROLINA,Columbia,"144,559","1,113"
SOUTH CAROLINA,Conway,"29,015",129
SOUTH CAROLINA,Cowpens,"2,247",8
SOUTH CAROLINA,Darlington,"6,013",68
SOUTH CAROLINA,Denmark,"3,077",20
SOUTH CAROLINA,Dillon,"6,240",148
SOUTH CAROLINA,Due West,"1,216",0
SOUTH CAROLINA,Duncan,"4,560",19
SOUTH CAROLINA,Easley,"27,617",66
SOUTH CAROLINA,Edisto Beach,"1,056",0
SOUTH CAROLINA,Ehrhardt,438,3
SOUTH CAROLINA,Elgin,"1,650",7
SOUTH CAROLINA,Elloree,544,2
SOUTH CAROLINA,Estill,"1,752",38
SOUTH CAROLINA,Eutawville,234,0
SOUTH CAROLINA,Florence,"40,781",329
SOUTH CAROLINA,Folly Beach,"2,084",7
SOUTH CAROLINA,Forest Acres,"10,309",30
SOUTH CAROLINA,Fort Lawn,976,5
SOUTH CAROLINA,Fort Mill,"37,027",17
SOUTH CAROLINA,Fountain Inn,"13,996",11
SOUTH CAROLINA,Gaffney,"12,399",28
SOUTH CAROLINA,Gaston,"1,639",6
SOUTH CAROLINA,Georgetown,"8,823",75
SOUTH CAROLINA,Goose Creek,"50,294",129
SOUTH CAROLINA,Greenville,"73,405",473
SOUTH CAROLINA,Greenwood,"22,478",109
SOUTH CAROLINA,Greer,"47,690",164
SOUTH CAROLINA,Hampton,"2,579",16
SOUTH CAROLINA,Hanahan,"22,205",50
SOUTH CAROLINA,Hardeeville,"13,740",22
SOUTH CAROLINA,Hartsville,"7,389",129
SOUTH CAROLINA,Hemingway,463,11
SOUTH CAROLINA,Holly Hill,"1,241",10
SOUTH CAROLINA,Honea Path,"3,902",27
SOUTH CAROLINA,Inman,"3,334",12
SOUTH CAROLINA,Irmo,"12,178",29
SOUTH CAROLINA,Isle of Palms,"4,377",6
SOUTH CAROLINA,Iva,"1,189",3
SOUTH CAROLINA,Jamestown,71,0
SOUTH CAROLINA,Jonesville,812,2
SOUTH CAROLINA,Kingstree,"3,021",36
SOUTH CAROLINA,Lake City,"5,937",107
SOUTH CAROLINA,Lake View,758,1
SOUTH CAROLINA,Lamar,839,0
SOUTH CAROLINA,Lancaster,"9,305",99
SOUTH CAROLINA,Landrum,"2,769",6
SOUTH CAROLINA,Lane,448,0
SOUTH CAROLINA,Latta,"1,239",12
SOUTH CAROLINA,Laurens,"9,263",86
SOUTH CAROLINA,Lexington,"25,359",30
SOUTH CAROLINA,Liberty,"3,290",10
SOUTH CAROLINA,Loris,"2,851",12
SOUTH CAROLINA,Lyman,"6,886",14
SOUTH CAROLINA,Manning,"3,782",39
SOUTH CAROLINA,Marion,"6,123",54
SOUTH CAROLINA,Mauldin,"29,180",64
SOUTH CAROLINA,McBee,793,0
SOUTH CAROLINA,McColl,"1,969",25
SOUTH CAROLINA,McCormick,"2,035",8
SOUTH CAROLINA,Moncks Corner,"17,854",60
SOUTH CAROLINA,Mount Pleasant,"96,608",124
SOUTH CAROLINA,Mullins,"3,845",61
SOUTH CAROLINA,Myrtle Beach,"41,022",456
SOUTH CAROLINA,Newberry,"10,926",64
SOUTH CAROLINA,New Ellenton,"2,357",5
SOUTH CAROLINA,Ninety Six,"2,057",5
SOUTH CAROLINA,North,671,0
SOUTH CAROLINA,North Augusta,"26,377",9
SOUTH CAROLINA,North Charleston,"123,511","1,001"
SOUTH CAROLINA,North Myrtle Beach,"20,790",75
SOUTH CAROLINA,Olanta,540,0
SOUTH CAROLINA,Orangeburg,"13,320",166
SOUTH CAROLINA,Pacolet,"2,543",8
SOUTH CAROLINA,Pageland,"2,514",49
SOUTH CAROLINA,Pamplico,"1,052",8
SOUTH CAROLINA,Pelion,624,5
SOUTH CAROLINA,Pendleton,"3,711",11
SOUTH CAROLINA,Pickens,"3,388",10
SOUTH CAROLINA,Pine Ridge,"2,332",1
SOUTH CAROLINA,Port Royal,"16,931",22
SOUTH CAROLINA,Prosperity,"1,225",3
SOUTH CAROLINA,Quinby,902,0
SOUTH CAROLINA,Ridgeland,"3,751",16
SOUTH CAROLINA,Ridge Spring,583,0
SOUTH CAROLINA,Rock Hill,"75,975",335
SOUTH CAROLINA,Saluda,"3,054",10
SOUTH CAROLINA,Santee,806,10
SOUTH CAROLINA,Seneca,"9,106",56
SOUTH CAROLINA,Simpsonville,"28,952",62
SOUTH CAROLINA,Society Hill,428,0
SOUTH CAROLINA,South Congaree,"2,389",5
SOUTH CAROLINA,Spartanburg,"39,186",580
SOUTH CAROLINA,Springdale,"2,714",15
SOUTH CAROLINA,St. George,"1,833",16
SOUTH CAROLINA,St. Matthews,"1,822",6
SOUTH CAROLINA,Sullivan's Island,"1,930",0
SOUTH CAROLINA,Summerton,782,22
SOUTH CAROLINA,Summerville,"52,148",116
SOUTH CAROLINA,Sumter,"42,551",467
SOUTH CAROLINA,Surfside Beach,"4,377",10
SOUTH CAROLINA,Swansea,772,4
SOUTH CAROLINA,Tega Cay,"14,456",4
SOUTH CAROLINA,Timmonsville,"2,106",12
SOUTH CAROLINA,Travelers Rest,"9,088",24
SOUTH CAROLINA,Union,"7,795",76
SOUTH CAROLINA,Walhalla,"4,239",10
SOUTH CAROLINA,Walterboro,"5,465",55
SOUTH CAROLINA,Ware Shoals,"1,703",14
SOUTH CAROLINA,Wellford,"3,723",4
SOUTH CAROLINA,West Columbia,"18,591",139
SOUTH CAROLINA,Westminster,"2,433",5
SOUTH CAROLINA,West Union,389,3
SOUTH CAROLINA,Whitmire,"1,434",0
SOUTH CAROLINA,Williamston,"4,275",29
SOUTH CAROLINA,Williston,"2,851",16
SOUTH CAROLINA,Woodruff,"4,689",18
SOUTH CAROLINA,Yemassee,"1,078",6
SOUTH CAROLINA,York,"9,366",68
SOUTH DAKOTA,Aberdeen,"28,004",75
SOUTH DAKOTA,Belle Fourche,"5,955",9
SOUTH DAKOTA,Beresford,"2,079",4
SOUTH DAKOTA,Box Elder,"14,589",51
SOUTH DAKOTA,Brandon,"10,935",8
SOUTH DAKOTA,Brookings,"24,638",21
SOUTH DAKOTA,Burke,577,1
SOUTH DAKOTA,Centerville,968,5
SOUTH DAKOTA,Chamberlain,"2,497",11
SOUTH DAKOTA,Clark,"1,162",4
SOUTH DAKOTA,Deadwood,"1,413",14
SOUTH DAKOTA,Elk Point,"2,054",1
SOUTH DAKOTA,Flandreau,"2,353",4
SOUTH DAKOTA,Hot Springs,"3,686",7
SOUTH DAKOTA,Huron,"14,740",43
SOUTH DAKOTA,Jefferson,440,0
SOUTH DAKOTA,Lead,"3,054",5
SOUTH DAKOTA,Lennox,"2,518",2
SOUTH DAKOTA,Madison,"6,069",9
SOUTH DAKOTA,Miller,"1,319",0
SOUTH DAKOTA,Mitchell,"15,607",41
SOUTH DAKOTA,Mobridge,"3,217",9
SOUTH DAKOTA,North Sioux City,"3,049",6
SOUTH DAKOTA,Parkston,"1,539",1
SOUTH DAKOTA,Pierre,"13,822",70
SOUTH DAKOTA,Rapid City,"80,957",582
SOUTH DAKOTA,Scotland,785,1
SOUTH DAKOTA,Sioux Falls,"210,926","1,111"
SOUTH DAKOTA,Sisseton,"2,401",5
SOUTH DAKOTA,Spearfish,"13,657",36
SOUTH DAKOTA,Sturgis,"7,056",16
SOUTH DAKOTA,Summerset,"3,008",2
SOUTH DAKOTA,Tea,"8,055",11
SOUTH DAKOTA,Vermillion,"12,110",22
SOUTH DAKOTA,Wagner,"1,407",9
SOUTH DAKOTA,Watertown,"23,417",71
SOUTH DAKOTA,Whitewood,962,2
SOUTH DAKOTA,Winner,"2,914",4
SOUTH DAKOTA,Yankton,"15,698",43
TENNESSEE,Adamsville,"2,281",9
TENNESSEE,Alamo,"2,334",6
TENNESSEE,Alcoa,"14,270",55
TENNESSEE,Algood,"4,163",13
TENNESSEE,Ardmore,"1,230",4
TENNESSEE,Ashland City,"5,728",6
TENNESSEE,Athens,"14,949",93
TENNESSEE,Atoka,"10,777",19
TENNESSEE,Bartlett,"55,494",139
TENNESSEE,Baxter,"2,068",5
TENNESSEE,Bean Station,"3,108",1
TENNESSEE,Belle Meade,"2,502",0
TENNESSEE,Bells,"2,480",4
TENNESSEE,Benton,"1,421",3
TENNESSEE,Berry Hill,"1,762",7
TENNESSEE,Blaine,"2,158",2
TENNESSEE,Bluff City,"1,846",8
TENNESSEE,Bolivar,"5,119",65
TENNESSEE,Brentwood,"45,208",26
TENNESSEE,Brighton,"2,880",10
TENNESSEE,Bristol,"28,082",102
TENNESSEE,Brownsville,"9,264",96
TENNESSEE,Camden,"3,686",3
TENNESSEE,Carthage,"2,255",12
TENNESSEE,Caryville,"2,189",7
TENNESSEE,Celina,"1,393",0
TENNESSEE,Centerville,"3,580",4
TENNESSEE,Chapel Hill,"1,898",0
TENNESSEE,Charleston,901,4
